s_ph,s_temp,s_do,s_turbidity,index_heure
-0.0697,2.217,0.2979,4.06,6779
0.2373,-1.083,0.706,-1.545,6780
-0.3682,-1.03,-1.615,-2.838,6781
0.375,2.445,0.983,4.074,6782
-0.0759,-1.885,0.752,-0.7925,6783
-0.4463,-0.3103,-2.205,-2.559,6784
0.7036,1.745,1.527,2.918,6785
-0.3894,-0.965,1.394,-1.5205,6786
-0.2029,-0.3223,-3.22,0.2212,6787
0.5483,0.612,1.36,0.749,6788
-0.4043,-0.345,2.273,-1.769,6789
-0.01616,0.1924,-3.945,2.27,6790
0.263,-0.05673,2.082,-0.6743,6791
-0.1344,-0.2693,1.296,-2.537,6792
-0.0826,0.5503,-2.941,3.707,6793
0.0275,-0.29,2.213,-0.3748,6794
0.1674,-0.6978,-0.3567,-4.117,6795
-0.1531,1.163,-1.184,3.855,6796
-0.0773,-0.2001,1.686,0.969,6797
0.2225,-1.001,-0.9517,-4.242,6798
-0.18,1.2,-0.631,2.28,6799
0.0373,-0.443,1.191,2.107,6800
0.1807,-0.4338,0.01401,-3.81,6801
-0.2281,0.841,-1.028,1.537,6802
0.05173,-0.974,0.3926,1.155,6803
0.07336,1.018,1.195,-1.154,6804
-0.03894,-0.7393,-1.895,0.2302,6805
-0.0692,-0.06415,0.4688,-1.009,6806
0.1236,1.158,1.551,2.125,6807
-0.0448,-1.509,-1.841,-0.5977,6808
-0.1667,0.2468,0.195,-2.686,6809
0.3447,1.372,1.101,3.812,6810
-0.1947,-1.499,-0.3582,-1.484,6811
-0.2144,0.0634,-0.5073,-1.855,6812
0.353,1.166,0.1256,3.014,6813
-0.0563,-0.67,0.5684,-1.303,6814
-0.4006,-0.4294,-0.661,-0.9854,6815
0.5444,0.204,0.01215,1.482,6816
-0.06323,0.9272,0.541,-0.558,6817
-0.595,-1.068,-0.6665,0.2634,6818
0.588,-0.1558,0.654,-1.333,6819
0.2275,1.16,-0.5615,1.336,6820
-0.8164,-0.812,-0.07184,1.778,6821
0.3438,-0.213,1.541,-4.484,6822
0.5806,1.022,-2.16,2.71,6823
-0.719,-1.387,0.07336,2.438,6824
-0.0604,1.121,2.791,-5.86,6825
0.6143,-0.0925,-2.473,3.525,6826
-0.1901,-1.278,-1.12,2.324,6827
-0.5444,1.849,3.252,-5.645,6828
0.487,-0.863,-0.7627,3.098,6829
0.2861,-0.895,-2.967,2.258,6830
-0.7656,1.799,2.73,-4.25,6831
0.3528,-0.9175,1.289,1.368,6832
0.4443,-0.6367,-3.979,2.488,6833
-0.7227,1.016,1.955,-3.25,6834
0.3628,-0.0762,2.318,-0.221,6835
0.1649,-0.63,-3.998,3.918,6836
-0.487,-0.11444,1.667,-2.842,6837
0.468,1.48,2.0,-2.39,6838
-0.0398,-1.634,-3.363,6.15,6839
-0.4922,-0.06213,1.641,-3.12,6840
0.535,1.8955,1.004,-4.125,6841
0.00818,-1.928,-2.42,6.785,6842
-0.5884,0.2433,1.543,-1.871,6843
0.579,1.5625,0.4104,-4.62,6844
-0.06824,-2.098,-1.349,6.156,6845
-0.4644,1.044,0.639,-1.669,6846
0.624,0.814,0.4397,-4.0,6847
-0.2163,-2.033,-0.3743,5.152,6848
-0.3972,1.834,-0.626,-1.727,6849
0.6577,0.0496,1.01,-2.34,6850
-0.3313,-2.336,0.2451,3.49,6851
-0.1954,2.234,-1.432,-1.034,6852
0.3567,0.6445,0.8467,-1.605,6853
-0.0859,-2.78,0.5576,1.809,6854
-0.1986,1.315,-0.9653,-0.27,6855
0.0973,1.69,0.076,-0.985,6856
0.27,-2.668,0.569,0.4006,6857
-0.4265,0.98,0.176,0.6826,6858
0.03476,1.3545,-0.9946,-0.447,6859
0.543,-1.995,0.0975,-0.5625,6860
-0.6704,0.957,1.643,0.7207,6861
0.2391,-0.0444,-1.966,0.3604,6862
0.4253,-0.509,0.2688,-0.6313,6863
-0.805,1.3545,1.346,-0.8286,6864
0.4697,-1.9375,-1.025,1.521,6865
0.3909,1.167,-0.4126,-0.3467,6866
-0.85,1.037,0.8315,-0.9185,6867
0.397,-2.89,-0.02736,1.139,6868
0.3882,2.398,-0.3093,-0.697,6869
-0.7256,0.1115,-0.419,-0.3018,6870
0.4043,-2.271,1.206,2.201,6871
0.2157,2.244,-0.6274,-3.7,6872
-0.597,-0.4907,-1.009,1.895,6873
0.436,-1.191,1.899,2.842,6874
0.0655,1.482,-1.114,-5.645,6875
-0.4119,-0.1713,-0.3904,3.658,6876
0.4053,-0.8853,1.427,1.605,6877
-0.12286,-0.0772,-1.358,-5.062,6878
-0.2944,1.304,0.2235,3.475,6879
0.489,-0.5815,0.997,0.1804,6880
-0.225,-1.142,-1.766,-1.686,6881
-0.1606,1.866,1.884,1.019,6882
0.3174,-0.5684,-0.9146,-1.439,6883
-0.317,-1.585,-1.036,2.432,6884
0.2036,2.102,2.271,-0.8994,6885
0.06934,-0.415,-1.759,-2.469,6886
-0.3623,-1.543,0.4758,3.502,6887
0.3945,1.728,0.7207,-0.6313,6888
-0.02623,-0.3804,-1.509,-2.55,6889
-0.4897,-0.805,1.409,1.933,6890
0.6226,0.892,-0.00829,2.027,6891
-0.163,-0.4458,-1.757,-3.8,6892
-0.4973,0.0725,1.885,0.6416,6893
0.741,0.01991,-0.2164,3.852,6894
-0.3337,-0.174,-1.172,-4.34,6895
-0.2654,0.7085,0.593,0.1323,6896
0.5884,-0.819,1.303,3.836,6897
-0.545,-0.116,-1.639,-4.25,6898
0.1272,1.449,-0.772,1.527,6899
0.4912,-1.818,2.799,2.299,6900
-0.817,0.8,-1.427,-3.35,6901
0.3906,0.8364,-1.438,0.1421,6902
0.4668,-1.934,2.049,2.803,6903
-0.819,1.617,-0.07135,-1.65,6904
0.3298,0.1835,-1.77,-2.156,6905
0.3962,-1.906,1.687,4.05,6906
-0.5923,1.783,-0.4385,-0.7056,6907
0.1545,-0.2386,-0.4807,-4.8,6908
0.2815,-1.06,0.5703,5.504,6909
-0.222,1.194,-0.633,0.4468,6910
-0.1378,-0.5317,1.006,-6.0,6911
0.2612,-0.06165,-0.846,4.45,6912
0.04816,0.09235,-0.4985,1.165,6913
-0.3718,0.0642,2.354,-3.73,6914
0.1813,0.01852,-2.621,2.137,6915
0.3806,-0.0196,0.154,0.1473,6916
-0.6353,-0.05444,3.168,-0.56,6917
0.1606,-0.4727,-4.168,-0.727,6918
0.6543,0.829,1.514,0.5347,6919
-0.8667,0.3574,2.469,2.055,6920
0.2411,-1.877,-3.809,-2.857,6921
0.6035,1.491,1.631,-1.02,6922
-0.863,0.725,1.685,4.703,6923
0.325,-2.172,-2.98,-2.633,6924
0.3516,0.8467,0.783,-2.326,6925
-0.532,1.59,2.414,4.168,6926
0.3025,-1.829,-2.857,-1.996,6927
-0.0317,-0.2878,0.1868,-0.5024,6928
-0.2722,1.99,2.688,1.556,6929
0.503,-1.044,-2.77,-1.81,6930
-0.3616,-1.517,-0.0532,1.464,6931
-0.1448,2.258,2.652,0.08563,6932
0.509,-0.2229,-2.422,-2.559,6933
-0.2937,-1.98,-0.0586,3.662,6934
-0.2189,1.711,2.012,-1.354,6935
0.4736,0.4683,-1.833,-2.52,6936
-0.321,-2.098,0.5845,3.38,6937
-0.00918,1.428,0.2832,-0.606,6938
0.2607,0.999,-0.4548,-1.485,6939
-0.3477,-2.514,0.251,0.1858,6940
0.3638,1.377,-0.102,1.002,6941
-0.207,1.281,0.119,1.015,6942
-0.2678,-2.613,0.0435,-2.635,6943
0.733,1.27,-0.7305,0.4631,6944
-0.611,1.022,1.344,3.049,6945
-0.10535,-1.705,-0.476,-3.936,6946
0.692,1.081,-1.168,1.141,6947
-0.549,-0.511,1.183,2.562,6948
-0.03564,-0.0366,0.868,-3.203,6949
0.3054,0.646,-2.037,0.26,6950
-0.1305,-1.118,-0.06665,2.389,6951
-0.0369,1.099,2.842,-1.589,6952
-0.1086,-0.287,-1.99,-0.547,6953
0.3325,-1.003,-2.19,1.02,6954
-0.1676,1.699,4.37,-0.654,6955
-0.3232,-1.12,-1.356,0.424,6956
0.5337,-0.2896,-3.547,0.9688,6957
-0.2255,1.505,4.57,-2.475,6958
-0.1819,-1.87,-0.4807,1.619,6959
0.353,0.7046,-3.512,1.403,6960
-0.2925,1.439,2.502,-4.113,6961
0.07654,-1.993,1.306,3.365,6962
0.1825,0.394,-2.275,0.9194,6963
-0.3345,1.047,-0.28,-5.086,6964
0.3748,-0.6353,2.393,4.445,6965
-0.2155,-0.4773,-1.159,1.052,6966
-0.2532,0.4346,-1.94,-5.125,6967
0.6323,0.5264,2.959,3.62,6968
-0.5376,-1.044,-0.7676,0.3445,6969
0.0617,0.456,-1.683,-1.862,6970
0.4275,0.6763,1.864,0.5884,6971
-0.588,-1.417,-1.016,0.653,6972
0.388,1.187,0.708,0.1338,6973
0.02336,-0.003582,-0.12463,-1.875,6974
-0.4258,-1.436,-1.378,1.832,6975
0.523,1.949,2.717,1.001,6976
-0.2251,-0.944,-2.08,-3.572,6977
-0.1935,-0.6636,-0.6074,2.266,6978
0.4065,1.63,2.992,1.314,6979
-0.2465,-1.299,-2.713,-3.314,6980
-0.07544,0.10187,0.0679,2.44,6981
0.1803,0.8315,2.514,-0.1746,6982
-0.02332,-0.95,-2.668,-1.429,6983
-0.1266,0.2231,0.4229,1.096,6984
0.01865,0.428,1.763,1.027,6985
0.1609,-0.03696,-2.06,-1.673,6986
-0.0865,-0.8813,0.064,-1.101,6987
-0.07666,0.6577,1.974,3.86,6988
-0.04367,1.252,-1.339,-2.762,6989
0.2085,-2.283,-1.117,-1.308,6990
0.0231,0.274,2.373,4.406,6991
-0.3787,2.443,-1.14,-3.71,6992
0.3281,-2.096,-1.022,0.005177,6993
0.1301,-0.8916,1.907,3.006,6994
-0.515,2.654,-0.585,-3.402,6995
0.4358,-0.975,-0.9375,1.471,6996
0.0541,-1.803,0.651,1.449,6997
-0.5083,2.416,0.58,-3.537,6998
0.4883,-0.654,-0.841,2.96,6999
-0.06305,-1.506,-0.3584,0.6494,7000
-0.3496,2.14,1.663,-3.914,7001
0.4353,-1.271,-1.629,3.348,7002
-0.1782,-0.2323,-0.11554,0.699,7003
-0.2554,1.522,2.174,-3.238,7004
0.519,-1.84,-2.543,1.257,7005
-0.2524,0.78,0.56,1.866,7006
-0.3186,0.747,1.788,-1.75,7007
0.548,-1.284,-2.102,-0.877,7008
-0.2515,0.8145,0.7246,1.856,7009
-0.1838,-0.1882,0.897,0.339,7010
0.4775,-0.07776,-1.478,-2.69,7011
-0.4536,0.3535,0.614,1.585,7012
0.0915,-0.5737,0.5376,1.419,7013
0.3035,0.3796,-0.8584,-2.766,7014
-0.4443,0.06073,0.596,1.687,7015
0.2861,-0.2625,0.04617,-0.1381,7016
-0.02629,0.0688,-1.105,-0.4216,7017
-0.186,0.01563,1.617,0.3965,7018
0.3467,0.0749,-0.539,-0.668,7019
-0.3416,-0.11554,-1.485,0.9253,7020
0.04932,-0.01483,2.154,-0.06012,7021
0.2451,0.1459,-0.708,-0.972,7022
-0.2267,-0.03906,-1.117,1.016,7023
0.06647,-0.0694,1.586,0.03415,7024
-0.013,0.04327,-0.6924,-1.379,7025
0.11475,0.05563,-0.4038,1.883,7026
-0.1907,-0.074,0.8403,-0.7583,7027
-0.01091,-0.005257,-0.631,-1.481,7028
0.3696,0.0839,0.2296,2.59,7029
-0.491,-0.07153,0.1155,-1.053,7030
0.1691,-0.04593,-0.357,-2.209,7031
0.31,0.11005,0.549,3.71,7032
-0.504,-0.0401,-0.528,-1.278,7033
0.3398,-0.0988,-0.04877,-2.842,7034
0.05093,0.0917,0.7847,4.137,7035
-0.4766,0.0273,-0.8643,-1.284,7036
0.5435,-0.129,0.11456,-2.266,7037
-0.1489,0.04678,0.806,2.84,7038
-0.3193,0.0978,-0.854,-0.3735,7039
0.5073,-0.12177,-0.1159,-1.493,7040
-0.33,0.01707,0.9136,0.956,7041
-0.010025,0.123,-0.5024,0.1482,7042
0.261,-0.09393,-0.4602,-0.344,7043
-0.3975,-0.0257,0.763,0.4075,7044
0.3171,0.09283,-0.3118,-1.178,7045
0.1721,-0.02263,-0.2498,1.155,7046
-0.6885,-0.0455,0.5137,0.707,7047
0.542,0.0532,-0.5137,-2.328,7048
0.2396,0.00875,0.3335,1.218,7049
-0.768,-0.04816,0.02058,1.379,7050
0.4683,0.03564,-0.4924,-2.295,7051
0.2102,0.00971,0.656,0.673,7052
-0.508,-0.0707,-0.1261,1.096,7053
0.1807,0.0636,-0.722,-1.06,7054
0.2522,-0.007195,0.833,0.4514,7055
-0.2366,-0.08923,0.09357,-0.3923,7056
-0.0654,0.10333,-0.9556,0.2172,7057
0.12384,-0.02563,0.801,0.542,7058
0.09094,-0.0788,0.167,-0.896,7059
-0.1208,0.076,-0.8525,0.5835,7060
-0.0929,0.001621,0.555,-0.3562,7061
0.1827,-0.0854,0.0169,0.1908,7062
-0.0754,0.04938,-0.07965,0.529,7063
0.03348,0.05447,0.05542,-1.584,7064
-0.00304,-0.05774,-0.4194,1.133,7065
-0.1323,-0.0003793,0.7207,1.414,7066
0.1538,0.05923,-0.2098,-3.035,7067
-0.000521,-0.02371,-0.7695,0.6367,7068
-0.1337,-0.02222,0.8774,3.262,7069
0.0804,0.02364,0.1575,-3.404,7070
0.0933,0.02303,-0.9673,-0.5957,7071
-0.1316,-0.01011,0.3801,4.066,7072
-0.06775,-0.04666,0.8164,-2.64,7073
0.2213,0.0699,-0.913,-2.111,7074
0.03177,-0.01023,-0.1747,4.18,7075
-0.5117,-0.0707,0.812,-1.35,7076
0.5356,0.0788,-0.2983,-2.72,7077
0.11865,0.00486,-0.3206,3.277,7078
-0.7476,-0.09296,0.11005,-0.0199,7079
0.6953,0.05676,0.443,-2.822,7080
-0.0842,0.02776,-0.2612,2.05,7081
-0.5347,-0.0689,-0.6865,0.788,7082
0.6543,-0.012596,1.359,-2.145,7083
-0.2421,0.05557,-0.796,1.227,7084
-0.2554,-0.00475,-0.6025,0.1561,7085
0.3977,-0.0841,1.474,-0.4749,7086
-0.1589,0.0495,-1.086,0.6055,7087
-0.0894,0.08093,-0.0894,-1.431,7088
0.1266,-0.115,0.9526,1.864,7089
-0.0882,0.02098,-0.762,-0.4468,7090
0.1156,0.1048,-0.11475,-2.234,7091
-0.1184,-0.09735,0.5396,3.375,7092
-0.02095,-0.000514,-0.1841,-1.6,7093
0.1445,0.09406,-0.0992,-1.354,7094
-0.08734,-0.06445,-0.1477,2.725,7095
-0.1068,0.007492,0.317,-1.541,7096
0.2993,0.03906,0.061,-0.6895,7097
-0.2827,-0.0346,-0.5376,1.857,7098
0.01617,0.0247,0.3604,-1.229,7099
0.3113,-0.000638,0.3838,-0.3162,7100
-0.504,-0.07074,-0.6465,1.092,7101
0.3357,0.0934,-0.0391,-0.735,7102
0.1941,-0.02133,0.804,-0.0833,7103
-0.5913,-0.1462,-0.637,0.927,7104
0.4688,0.1672,-0.128,-1.246,7105
0.05466,-0.0368,0.3882,0.4006,7106
-0.5166,-0.1398,-0.0805,1.266,7107
0.4766,0.1847,-0.0687,-2.111,7108
-0.09247,-0.0669,-0.10114,1.228,7109
-0.1351,-0.1376,0.25,0.8657,7110
0.1373,0.1962,-0.2083,-2.258,7111
-0.1793,-0.04483,0.01096,1.54,7112
0.2795,-0.06836,0.1904,0.5186,7113
-0.2305,0.0885,-0.1633,-1.63,7114
-0.1058,-0.016,-0.02055,0.6953,7115
0.495,-0.02069,-0.0266,0.5303,7116
-0.4775,0.02219,0.197,-0.913,7117
0.01194,0.009224,-0.1423,0.3052,7118
0.5146,-0.0262,-0.0391,0.655,7119
-0.642,-0.002443,0.1796,-0.4688,7120
0.2942,0.03546,-0.205,-0.609,7121
0.1992,-0.01628,0.09283,1.235,7122
-0.553,-0.01634,0.06,-0.6157,7123
0.5493,0.01557,-0.1719,-1.06,7124
-0.04666,0.001147,0.1748,2.559,7125
-0.5176,0.00996,-0.2263,-2.121,7126
0.4722,-0.0303,0.249,-0.3372,7127
0.1488,-0.0006804,0.0996,2.656,7128
-0.6694,0.04697,-0.5215,-2.656,7129
0.401,-0.06204,0.5317,0.1732,7130
0.4004,-0.03433,-0.07965,2.113,7131
-0.7563,0.0966,-0.3123,-2.125,7132
0.2273,-0.06216,0.1781,0.691,7133
0.623,-0.07416,0.2068,0.2155,7134
-0.79,0.1159,-0.2659,-0.01994,7135
0.10895,-0.01381,-0.0916,0.001678,7136
0.676,-0.0916,0.581,-0.784,7137
-0.8125,0.10034,-0.516,1.428,7138
0.16,0.01717,-0.3943,-0.7393,7139
0.6055,-0.0829,0.9727,-0.5464,7140
-0.6523,0.0392,-0.5044,0.8755,7141
0.02129,0.0776,-0.268,-0.4595,7142
0.505,-0.0757,0.5195,0.252,7143
-0.5,-0.001866,-0.4,-0.2874,7144
0.1037,0.07355,0.2598,0.1044,7145
0.3508,-0.0655,-0.02034,0.3801,7146
-0.555,0.001611,-0.3186,-0.7637,7147
0.3977,0.06158,0.5156,0.3057,7148
0.0861,-0.0645,-0.3525,0.53,7149
-0.608,-0.0007553,-0.08795,-0.0975,7150
0.636,0.05136,0.5576,-1.345,7151
0.01874,-0.06616,-0.3909,1.434,7152
-0.6987,-0.007507,-0.1964,0.6333,7153
0.6465,0.05682,0.2333,-2.412,7154
0.006527,-0.0742,0.0931,1.543,7155
-0.505,0.01381,-0.2211,1.041,7156
0.3682,0.0499,0.0803,-2.467,7157
0.02106,-0.089,0.04028,1.501,7158
-0.11926,0.0539,-0.0765,0.593,7159
-0.003231,0.0378,0.1699,-1.73,7160
-0.01949,-0.09143,-0.0783,0.6396,7161
0.1664,0.0889,-0.2864,0.8794,7162
-0.1376,-0.003164,0.393,-0.808,7163
-0.08575,-0.06537,0.0108,-0.2021,7164
0.3472,0.0913,-0.5044,0.8574,7165
-0.3838,-0.01357,0.524,-0.5967,7166
0.07544,-0.05618,0.1794,-0.1065,7167
0.3242,0.05295,-0.716,0.7905,7168
-0.3132,0.01566,0.343,-1.12,7169
-0.181,-0.0484,0.582,0.7163,7170
0.4592,0.02666,-1.156,0.668,7171
-0.03156,0.0207,0.5303,-1.887,7172
-0.5625,-0.0582,0.681,1.08,7173
0.3982,0.0464,-1.232,1.45,7174
0.4158,-0.003014,0.6934,-2.926,7175
-0.761,-0.0695,0.3975,1.376,7176
0.01082,0.0622,-1.057,1.543,7177
0.8486,-0.01921,0.61,-3.172,7178
-0.5435,-0.04507,0.538,2.197,7179
-0.5073,0.0384,-0.997,0.09985,7180
0.847,-0.00166,0.2354,-1.45,7181
0.01368,-0.0409,0.646,1.847,7182
-0.886,0.02351,-0.4932,-2.062,7183
0.6553,0.0266,-0.3743,1.034,7184
0.28,-0.01403,0.7485,2.113,7185
-0.813,0.00599,-0.0731,-4.098,7186
0.4897,0.02646,-0.6807,1.513,7187
0.1394,-0.01675,0.561,3.154,7188
-0.3862,0.01429,0.1099,-4.38,7189
0.2019,0.001512,-0.4915,0.6646,7190
-0.02013,-0.02078,0.1561,3.621,7191
0.0435,0.02174,0.3364,-3.775,7192
0.00464,0.001226,-0.369,0.2177,7193
-0.2932,-0.02019,0.05344,2.96,7194
0.4836,0.0008793,0.2222,-3.113,7195
-0.2461,0.0387,-0.2603,0.688,7196
-0.2583,-0.02084,0.17,1.873,7197
0.567,-0.0348,-0.10767,-2.756,7198
-0.368,0.0338,0.002287,1.698,7199
-0.1289,-0.006233,0.1989,0.7603,7200
0.4646,-0.01146,-0.454,-2.596,7201
-0.4143,-0.00915,0.4321,2.354,7202
0.0789,-0.02661,0.0502,-0.3606,7203
0.2289,0.06604,-0.656,-1.979,7204
-0.3862,-0.08527,0.903,2.541,7205
0.2754,-0.01409,-0.3145,-0.5034,7206
0.1617,0.132,-0.6724,-2.357,7207
-0.365,-0.1075,0.9756,2.824,7208
0.02968,-0.02893,-0.2764,-0.1697,7209
0.3306,0.1431,-0.619,-2.818,7210
-0.1952,-0.0819,0.5864,2.773,7211
-0.2457,-0.02896,0.3533,0.3782,7212
0.314,0.0774,-0.9165,-2.807,7213
0.13,-0.00923,0.279,1.768,7214
-0.457,-0.01952,0.9424,1.201,7215
0.2101,-0.01107,-1.309,-2.424,7216
0.3184,0.04407,0.1329,0.986,7217
-0.4758,-0.01313,1.262,0.797,7218
0.1009,-0.04947,-1.205,-0.9385,7219
0.2915,0.04572,0.012505,0.3,7220
-0.3264,0.009575,0.7666,-0.6284,7221
0.03317,-0.04425,-0.641,0.8853,7222
0.2822,0.01859,0.312,0.1616,7223
-0.2854,0.02155,-0.1048,-1.91,7224
0.006016,-0.04953,-0.057,2.775,7225
0.2373,0.011024,0.2012,-1.15,7226
-0.1415,0.01967,-0.353,-2.277,7227
-0.1704,-0.05948,0.2498,4.45,7228
0.3052,0.04434,0.087,-2.998,7229
-0.1321,-0.000983,-0.2595,-1.306,7230
-0.0834,-0.06934,0.08954,5.133,7231
0.1179,0.1009,0.154,-4.754,7232
-0.1076,-0.01403,-0.08405,-0.02834,7233
0.191,-0.0819,0.01865,4.832,7234
-0.1566,0.1065,-0.1825,-5.277,7235
-0.1383,-0.02307,0.2197,0.979,7236
0.3281,-0.05255,-0.09247,3.61,7237
-0.1517,0.08093,-0.1592,-3.814,7238
-0.1606,-0.0101,0.506,0.1075,7239
0.1648,-0.05533,-0.4946,2.818,7240
0.1373,0.0627,-0.15,-1.975,7241
-0.1819,0.0007873,0.8506,-0.732,7242
-0.2196,-0.05832,-0.6763,1.918,7243
0.5703,0.04077,-0.2323,-0.6533,7244
-0.3286,0.002384,0.79,-0.7617,7245
-0.3137,-0.02562,-0.543,0.4211,7246
0.635,0.005596,-0.05316,0.71,7247
-0.4158,0.00271,0.4377,-0.7173,7248
0.04037,0.013245,-0.2842,-0.5273,7249
0.2405,-0.05518,-0.06247,1.385,7250
-0.4102,0.00326,0.1351,-0.8545,7251
0.4197,0.0744,-0.04886,-0.6646,7252
-0.1927,-0.0813,-0.0905,2.07,7253
-0.1787,-0.04648,0.1742,-2.148,7254
0.447,0.1002,-0.137,0.1151,7255
-0.408,-0.00429,-0.07086,2.143,7256
0.05695,-0.0652,0.3276,-2.438,7257
0.2627,0.0654,-0.3013,1.231,7258
-0.2568,0.02296,0.00885,0.36,7259
0.1011,-0.0825,0.1749,-1.623,7260
-0.10925,0.0586,-0.1759,2.059,7261
0.1387,0.0443,0.177,-1.226,7262
0.0643,-0.0734,-0.02481,-0.3494,7263
-0.3765,0.033,-0.2803,1.183,7264
0.4766,0.03198,0.3079,-0.899,7265
-0.152,-0.04294,0.04156,0.5894,7266
-0.3418,0.02512,-0.3447,-0.3127,7267
0.54,-0.013535,0.2852,-0.3118,7268
-0.2954,-0.02176,0.02483,0.989,7269
-0.1006,0.028,-0.2397,-1.496,7270
0.3438,-0.01389,0.175,0.8887,7271
-0.347,-0.03647,0.0469,0.8457,7272
0.1595,0.04626,-0.133,-1.905,7273
0.08105,0.000708,0.04044,1.251,7274
-0.2708,-0.0929,-0.01026,0.1636,7275
0.3064,0.0664,0.0884,-0.854,7276
-0.1825,0.0534,-0.0647,1.044,7277
-0.03445,-0.1462,-0.01238,-1.212,7278
0.1913,0.05664,-0.02763,0.4329,7279
-0.1844,0.1567,-0.01646,0.9893,7280
0.1136,-0.198,0.2336,-1.318,7281
0.0266,0.02441,-0.3489,0.4106,7282
-0.2323,0.1995,0.1554,0.2378,7283
0.2908,-0.1891,0.201,0.07477,7284
-0.11053,-0.004314,-0.3765,-0.1301,7285
-0.1417,0.1698,0.205,-1.212,7286
0.318,-0.1198,0.08026,1.962,7287
-0.306,-0.02705,-0.252,0.1283,7288
0.04147,0.0668,0.2556,-2.783,7289
0.331,-0.002092,-0.0876,2.188,7290
-0.5474,-0.03372,-0.11743,1.515,7291
0.3975,-0.015015,0.2722,-3.537,7292
0.0934,0.0694,-0.253,1.044,7293
-0.6445,-0.03427,0.05765,2.826,7294
0.754,-0.07635,0.1144,-3.477,7295
-0.2006,0.1062,-0.1838,0.08,7296
-0.613,-0.01599,0.10156,3.43,7297
0.9893,-0.1022,0.139,-3.479,7298
-0.487,0.0823,-0.3008,0.7305,7299
-0.4524,0.0421,0.222,1.608,7300
0.8877,-0.1506,0.0848,-2.234,7301
-0.426,0.04666,-0.4846,1.771,7302
-0.3413,0.1247,0.5254,-0.884,7303
0.552,-0.1586,0.01688,0.01617,7304
-0.1454,0.0431,-0.679,1.276,7305
-0.2507,0.1356,0.6704,-2.766,7306
0.2537,-0.1771,0.1403,2.93,7307
-0.05795,0.04657,-0.858,-0.502,7308
0.04614,0.1321,0.6997,-3.123,7309
-0.1525,-0.1395,0.09143,4.387,7310
0.02682,0.02454,-0.6265,-1.502,7311
0.181,0.1124,0.463,-2.662,7312
-0.173,-0.0946,0.033,3.535,7313
-0.06934,0.006893,-0.2408,-0.6313,7314
0.3086,0.03284,0.07996,-2.258,7315
-0.2009,-0.03995,-0.00851,2.25,7316
-0.1904,0.02339,0.1521,-0.2141,7317
0.4329,-0.02196,-0.2175,-1.354,7318
-0.2311,-0.01532,0.01668,1.476,7319
-0.2306,0.05502,0.2434,-0.958,7320
0.4536,-0.06042,-0.256,-0.1339,7321
-0.1394,-0.02577,0.1126,2.105,7322
-0.415,0.0807,-0.0977,-3.412,7323
0.626,-0.06354,0.1104,1.611,7324
-0.2224,-0.05667,0.1887,2.416,7325
-0.4243,0.09235,-0.6055,-4.66,7326
0.617,0.01127,0.4863,2.98,7327
-0.2229,-0.0633,0.331,0.545,7328
-0.2534,0.03552,-1.023,-2.994,7329
0.3682,0.0472,0.7056,3.55,7330
-0.1351,-0.04593,0.363,-2.043,7331
-0.1144,0.00926,-1.095,-0.92,7332
0.124,0.06,0.7305,3.428,7333
-0.004208,-0.02745,0.3132,-3.523,7334
-0.02017,-0.2112,-0.915,0.7246,7335
-0.05066,0.4768,0.566,2.572,7336
0.0839,-0.158,0.244,-3.193,7337
-0.01511,-0.8506,-0.639,1.027,7338
-0.0815,1.214,0.3523,1.343,7339
0.0534,-0.1284,0.1028,-1.691,7340
0.02252,-1.307,-0.27,0.778,7341
0.03156,1.358,0.2008,-0.2903,7342
-0.06744,-0.02812,-0.1187,-0.02783,7343
0.01545,-0.88,0.11255,0.9146,7344
-0.01409,0.5215,-0.0543,-1.744,7345
0.0842,0.09656,-0.2349,1.456,7346
-0.1083,0.179,0.4878,0.3135,7347
-0.0449,-0.9478,-0.1969,-2.145,7348
0.2761,0.4387,-0.4792,1.772,7349
-0.2412,1.146,0.6846,0.1473,7350
-0.1602,-1.366,-0.0787,-1.474,7351
0.4155,-0.2468,-0.608,0.8843,7352
-0.1464,1.449,0.5366,0.51,7353
-0.264,-0.739,0.1697,-0.6255,7354
0.2327,-0.494,-0.6396,-0.786,7355
0.164,0.3555,0.3557,2.06,7356
-0.273,0.3484,0.3467,-0.6216,7357
-0.03854,0.01712,-0.662,-2.916,7358
0.294,-0.764,0.1993,4.42,7359
-0.116,0.4724,0.5723,-1.406,7360
-0.2979,0.6235,-0.8403,-3.533,7361
0.3945,-0.709,0.2896,5.57,7362
-0.06555,-0.6655,0.5645,-2.4,7363
-0.2874,1.505,-0.87,-2.852,7364
0.3057,-0.5938,0.3542,5.203,7365
-0.0942,-1.078,0.3794,-3.35,7366
-0.1619,1.284,-0.6963,-0.3455,7367
0.3364,0.2449,0.3936,2.672,7368
-0.2349,-1.253,0.173,-2.895,7369
-0.0977,0.577,-0.3845,1.751,7370
0.3296,0.6694,0.1912,-0.1134,7371
-0.2169,-0.6978,-0.01666,-1.271,7372
-0.097,-0.2211,0.0757,1.776,7373
0.2876,0.4592,-0.09955,-1.201,7374
-0.1147,0.3186,-0.01991,0.347,7375
-0.2686,-0.9795,0.10034,0.07965,7376
0.3489,0.3926,-0.0927,-0.2659,7377
