Lat,Lon,Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
-21.600000,49.400002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,1.20
-20.100000,49.500000,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,SAINTE-MARIE,2025-02-06T19:00:00Z,2025-06-20T15:00:00Z,DRIFTING_LONGLINES,FISHING,660006100,8589727,FQTW,2022-01-17T05:49:05Z,2026-06-09T23:57:54Z,3.75
-20.100000,49.299999,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,SAINTE-MARIE,2025-02-06T19:00:00Z,2025-06-20T15:00:00Z,DRIFTING_LONGLINES,FISHING,660006100,8589727,FQTW,2022-01-17T05:49:05Z,2026-06-09T23:57:54Z,4.49
-15.400000,44.900002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,NO.211DONG WON,2025-01-16T18:00:00Z,2025-03-14T22:00:00Z,DRIFTING_LONGLINES,FISHING,440782000,8821541,6LCW,2012-01-01T00:00:11Z,2026-06-09T23:59:31Z,1.01
-20.000000,49.099998,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP SUD,2025-05-17T12:00:00Z,2025-06-14T23:00:00Z,DRIFTING_LONGLINES,FISHING,660007400,8589454,FOSW,2022-03-22T10:27:49Z,2026-06-09T23:57:36Z,3.94
-27.700000,46.400002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,3.60
-19.700000,50.200001,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,LE MARIUS 3,2025-01-28T16:00:00Z,2025-06-25T18:00:00Z,DRIFTING_LONGLINES,FISHING,660001500,8589480,FZTW,2022-03-08T06:30:13Z,2026-06-08T12:03:37Z,6.13
-19.400000,50.400002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,VETYVER 6,2025-01-11T17:00:00Z,2025-06-28T06:00:00Z,DRIFTING_LONGLINES,FISHING,660006800,,FLNQ,2017-09-07T05:15:01Z,2025-07-16T10:35:52Z,2.18
-17.400000,44.000000,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",MDG,UNIMA 2,2025-03-03T04:00:00Z,2025-06-30T23:00:00Z,TRAWLERS,FISHING,647361224,,5RTL,2019-02-27T05:26:22Z,2026-06-09T23:29:22Z,1.13
-21.000000,51.000000,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,SAINTE-MARIE,2025-02-06T19:00:00Z,2025-06-20T15:00:00Z,DRIFTING_LONGLINES,FISHING,660006100,8589727,FQTW,2022-01-17T05:49:05Z,2026-06-09T23:57:54Z,6.61
-21.300000,49.099998,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,PARVATI,2025-04-11T11:00:00Z,2025-05-12T09:00:00Z,DRIFTING_LONGLINES,FISHING,660001400,8589296,FZSC,2024-01-05T17:05:09Z,2026-06-09T23:57:17Z,10.59
-19.200000,49.299999,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,SAINTE-MARIE,2025-02-06T19:00:00Z,2025-06-20T15:00:00Z,DRIFTING_LONGLINES,FISHING,660006100,8589727,FQTW,2022-01-17T05:49:05Z,2026-06-09T23:57:54Z,2.94
-20.300000,42.700001,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,NO.211DONG WON,2025-01-16T18:00:00Z,2025-03-14T22:00:00Z,DRIFTING_LONGLINES,FISHING,440782000,8821541,6LCW,2012-01-01T00:00:11Z,2026-06-09T23:59:31Z,1.00
-21.300000,48.900002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,VETYVER 6,2025-01-11T17:00:00Z,2025-06-28T06:00:00Z,DRIFTING_LONGLINES,FISHING,660006800,,FLNQ,2017-09-07T05:15:01Z,2025-07-16T10:35:52Z,1.38
-12.900000,51.099998,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",SYC,ALTARRI,2025-01-31T06:00:00Z,2025-06-09T16:00:00Z,INCONCLUSIVE,FISHING,664000345,9265299,S7IB2,2024-11-18T04:02:29Z,2026-05-22T20:01:03Z,1.07
-22.600000,48.900002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,1.03
-21.800000,48.900002,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,LE GRAND MORNE,2025-04-08T17:00:00Z,2025-06-30T23:00:00Z,DRIFTING_LONGLINES,FISHING,660000300,8589466,FOKZ,2022-03-10T05:23:35Z,2026-06-09T23:59:54Z,6.24
-20.600000,51.000000,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",REU,CAP CLOE,2025-01-11T18:00:00Z,2025-06-11T11:00:00Z,DRIFTING_LONGLINES,FISHING,660007600,9184366,FOCU,2022-03-07T10:48:33Z,2026-06-01T21:34:33Z,6.92
-20.400000,42.599998,"2025-01-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,NO.211DONG WON,2025-01-16T18:00:00Z,2025-03-14T22:00:00Z,DRIFTING_LONGLINES,FISHING,440782000,8821541,6LCW,2012-01-01T00:00:11Z,2026-06-09T23:59:31Z,0.06
